LocalRep,GlobalIdx,Prob,spring_day,spring_night,summer_day,summer_night,fall_day,fall_night,winter_day,winter_night
137,428,0.003505563176345,21967.5156,21732.3342,41762.778,18437.5302,20539.3422,25538.1684,32756.2698,35063.7342
138,2490,0.003505563176345,17244.0792,21732.3342,41762.778,37980.638399999996,34847.5962,17677.9464,27149.8092,23580.227399999996
139,3212,0.0038103947568968,17244.0792,18191.3838,41762.778,37980.638399999996,23101.990199999997,25538.1684,27149.8092,35063.7342
140,5731,0.0036579789666209,24878.085599999995,18191.3838,29502.7554,36667.164,34847.5962,17677.9464,27149.8092,21792.8304
141,1764,0.0036579789666209,21967.5156,34718.6682,41762.778,37980.638399999996,34847.5962,25855.469999999998,31485.513,23580.227399999996
142,2093,0.0036579789666209,21967.5156,34718.6682,29502.7554,36667.164,34847.5962,25855.469999999998,32756.2698,35063.7342
143,4989,0.0036579789666209,24878.085599999995,21732.3342,29502.7554,36667.164,23101.990199999997,25538.1684,32756.2698,23580.227399999996
144,1161,0.0033531473860691,21967.5156,18191.3838,41762.778,18437.5302,23101.990199999997,17677.9464,31485.513,23580.227399999996
145,1717,0.0036579789666209,21967.5156,34718.6682,41762.778,37980.638399999996,20539.3422,25855.469999999998,27149.8092,21792.8304
146,1550,0.0033531473860691,21967.5156,34718.6682,22686.340199999995,36667.164,20539.3422,25855.469999999998,31485.513,35063.7342
147,5370,0.0038103947568968,24878.085599999995,18191.3838,41762.778,37980.638399999996,20539.3422,25538.1684,27149.8092,23580.227399999996
148,855,0.003505563176345,21967.5156,18191.3838,22686.340199999995,36667.164,23101.990199999997,25538.1684,31485.513,23580.227399999996
149,3431,0.003505563176345,17244.0792,18191.3838,29502.7554,37980.638399999996,23101.990199999997,17677.9464,31485.513,35063.7342
150,3858,0.0032007315957933,17244.0792,34718.6682,22686.340199999995,18437.5302,23101.990199999997,25538.1684,27149.8092,23580.227399999996
151,5968,0.0033531473860691,24878.085599999995,34718.6682,22686.340199999995,36667.164,34847.5962,17677.9464,31485.513,21792.8304
152,808,0.003505563176345,21967.5156,18191.3838,22686.340199999995,37980.638399999996,34847.5962,25538.1684,27149.8092,21792.8304
153,4265,0.0032007315957933,17244.0792,34718.6682,29502.7554,36667.164,23101.990199999997,25538.1684,27149.8092,35063.7342
154,4233,0.003505563176345,17244.0792,34718.6682,29502.7554,36667.164,20539.3422,25538.1684,32756.2698,23580.227399999996
155,262,0.0030483158055174,21967.5156,21732.3342,41762.778,37980.638399999996,20539.3422,25538.1684,31485.513,21792.8304
156,2423,0.0028959000152415,17244.0792,21732.3342,22686.340199999995,18437.5302,34847.5962,25538.1684,31485.513,35063.7342
157,4533,0.0032007315957933,24878.085599999995,21732.3342,22686.340199999995,36667.164,34847.5962,25538.1684,27149.8092,23580.227399999996
158,3628,0.003505563176345,17244.0792,18191.3838,29502.7554,18437.5302,34847.5962,25855.469999999998,31485.513,21792.8304
159,5217,0.003505563176345,24878.085599999995,18191.3838,22686.340199999995,36667.164,23101.990199999997,17677.9464,27149.8092,23580.227399999996
160,4718,0.0032007315957933,24878.085599999995,21732.3342,41762.778,36667.164,20539.3422,25538.1684,31485.513,35063.7342
161,6011,0.0028959000152415,24878.085599999995,34718.6682,22686.340199999995,18437.5302,20539.3422,25855.469999999998,27149.8092,35063.7342
162,1250,0.0033531473860691,21967.5156,18191.3838,29502.7554,37980.638399999996,23101.990199999997,17677.9464,27149.8092,35063.7342
163,1139,0.0030483158055174,21967.5156,18191.3838,41762.778,18437.5302,20539.3422,17677.9464,32756.2698,35063.7342
164,5427,0.0028959000152415,24878.085599999995,18191.3838,41762.778,36667.164,20539.3422,17677.9464,31485.513,23580.227399999996
165,6308,0.0030483158055174,24878.085599999995,34718.6682,41762.778,18437.5302,34847.5962,25855.469999999998,27149.8092,35063.7342
166,105,0.0028959000152415,21967.5156,21732.3342,22686.340199999995,36667.164,20539.3422,25538.1684,27149.8092,23580.227399999996
167,4958,0.0033531473860691,24878.085599999995,21732.3342,29502.7554,36667.164,20539.3422,25855.469999999998,27149.8092,35063.7342
168,111,0.0028959000152415,21967.5156,21732.3342,22686.340199999995,36667.164,23101.990199999997,17677.9464,32756.2698,23580.227399999996
169,4173,0.0028959000152415,17244.0792,34718.6682,29502.7554,37980.638399999996,23101.990199999997,25855.469999999998,27149.8092,23580.227399999996
170,6107,0.0028959000152415,24878.085599999995,34718.6682,41762.778,37980.638399999996,23101.990199999997,17677.9464,32756.2698,35063.7342
171,6472,0.0028959000152415,24878.085599999995,34718.6682,29502.7554,36667.164,34847.5962,25538.1684,31485.513,21792.8304
172,1280,0.0030483158055174,21967.5156,18191.3838,29502.7554,37980.638399999996,34847.5962,25855.469999999998,31485.513,35063.7342
173,5526,0.0025910684346898,24878.085599999995,18191.3838,41762.778,18437.5302,20539.3422,25538.1684,31485.513,23580.227399999996
174,1866,0.0028959000152415,21967.5156,34718.6682,41762.778,18437.5302,20539.3422,17677.9464,32756.2698,23580.227399999996
175,3664,0.0028959000152415,17244.0792,34718.6682,22686.340199999995,37980.638399999996,20539.3422,25538.1684,31485.513,21792.8304
176,2782,0.0030483158055174,17244.0792,21732.3342,29502.7554,36667.164,23101.990199999997,17677.9464,31485.513,21792.8304
177,6033,0.0028959000152415,24878.085599999995,34718.6682,22686.340199999995,18437.5302,23101.990199999997,25855.469999999998,32756.2698,23580.227399999996
178,1499,0.0028959000152415,21967.5156,34718.6682,22686.340199999995,37980.638399999996,23101.990199999997,25855.469999999998,32756.2698,35063.7342
179,2990,0.0025910684346898,17244.0792,18191.3838,22686.340199999995,37980.638399999996,34847.5962,25538.1684,31485.513,35063.7342
180,947,0.0027434842249657,21967.5156,18191.3838,22686.340199999995,18437.5302,34847.5962,17677.9464,31485.513,35063.7342
181,1600,0.0024386526444139,21967.5156,34718.6682,22686.340199999995,36667.164,34847.5962,17677.9464,27149.8092,21792.8304
182,6403,0.0027434842249657,24878.085599999995,34718.6682,29502.7554,36667.164,20539.3422,17677.9464,32756.2698,21792.8304
183,1421,0.0024386526444139,21967.5156,18191.3838,29502.7554,18437.5302,23101.990199999997,25855.469999999998,27149.8092,35063.7342
184,4846,0.0028959000152415,24878.085599999995,21732.3342,41762.778,18437.5302,34847.5962,25855.469999999998,32756.2698,21792.8304
185,2435,0.0025910684346898,17244.0792,21732.3342,41762.778,37980.638399999996,20539.3422,17677.9464,32756.2698,35063.7342
