time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,G(i)_POA
20181017:0910,588.81,268.03,11.21,40.87,21.08,2.28,0,868.05
20181017:1010,691.29,223.5,11.66,40.49,22.37,2.28,0,926.45
20181017:1110,405,279.91,9.31,36.38,22.85,2.14,0,694.22
20181017:1210,327.34,229.94,7.47,29.31,23.18,1.93,0,564.75
20181017:1310,397.97,116.31,5.97,20.23,23.16,1.93,0,520.25
20181017:1410,166.92,72.3,2.5,9.87,22.65,1.72,0,241.72
20181017:1510,0,0,0,0,20.61,1.86,0,0
20181017:1610,0,0,0,0,18.9,1.52,0,0
20181017:1710,0,0,0,0,17.31,1.72,0,0
20181017:1810,0,0,0,0,16.26,2.48,0,0
20181017:1910,0,0,0,0,14.93,1.79,0,0
20181017:2010,0,0,0,0,13.85,1.45,0,0
20181017:2110,0,0,0,0,13.59,1.31,0,0
20181017:2210,0,0,0,0,13.12,1.31,0,0
20181017:2310,0,0,0,0,12.62,1.31,0,0
20181018:0010,0,0,0,0,11.95,1.38,0,0
20181018:0110,0,0,0,0,11.21,1.52,0,0
20181018:0210,0,0,0,0,10.58,1.66,0,0
20181018:0310,0,0,0,0,10.19,1.66,0,0
20181018:0410,0,0,0,0,9.94,1.59,0,0
20181018:0510,70.38,92.2,2.24,11.72,10.94,1.17,0,164.82
20181018:0610,239.02,174.22,5.39,21.85,14.96,0.69,0,418.63
20181018:0710,453.4,209.44,8.43,30.57,18.26,1.17,0,671.27
20181018:0810,593.55,230.27,10.51,37.1,20.22,1.45,0,834.33
20181018:0910,676.83,232.74,11.59,40.51,21.31,1.24,0,921.16
20181018:1010,679.01,228.42,11.54,40.12,21.64,1.03,0,918.97
20181018:1110,682.87,180.62,10.72,36.03,21.92,1.1,0,874.21
20181018:1210,593.26,142.65,8.86,28.98,21.98,1.31,0,744.77
20181018:1310,212.03,161.05,4.85,19.92,21.94,1.38,0,377.93
20181018:1410,0,40.91,0.81,9.59,20.83,0.9,0,41.72
20181018:1510,0,0,0,0,19.87,0.55,0,0
20181018:1610,0,0,0,0,17.84,0.97,0,0
20181018:1710,0,0,0,0,15.72,1.45,0,0
20181018:1810,0,0,0,0,14.72,1.45,0,0
20181018:1910,0,0,0,0,14.27,1.52,0,0
20181018:2010,0,0,0,0,13.58,1.52,0,0
20181018:2110,0,0,0,0,13.02,1.52,0,0
20181018:2210,0,0,0,0,12.79,1.45,0,0
20181018:2310,0,0,0,0,12.51,1.45,0,0
20181019:0010,0,0,0,0,12.11,1.52,0,0
20181019:0110,0,0,0,0,11.43,1.66,0,0
20181019:0210,0,0,0,0,10.78,1.72,0,0
20181019:0310,0,0,0,0,10.27,1.79,0,0
20181019:0410,0,0,0,0,9.89,1.79,0,0
20181019:0510,135.61,91.7,2.64,11.49,10.7,1.38,0,229.95
20181019:0610,259.49,168.63,5.44,21.59,14.84,0.83,0,433.56
20181019:0710,306.56,245.22,7.51,30.28,18.57,1.03,0,559.29
20181019:0810,484.13,265.62,9.84,36.78,20.14,1.66,0,759.59
20181019:0910,507.58,291.67,10.62,40.15,20.83,1.86,0,809.87
20181019:1010,593.33,261.13,11.03,39.76,21.53,1.93,0,865.49
20181019:1110,0,109.99,2.19,35.67,21.91,1.72,0,112.18
20181019:1210,296.65,231.69,7.13,28.66,22.02,1.59,0,535.47
20181019:1310,0,88.18,1.75,19.63,20.92,1.59,0,89.93
20181019:1410,0,10,0.2,9.31,19.23,0.69,0,10.2
20181019:1510,0,0,0,0,17.88,1.45,0,0
20181019:1610,0,0,0,0,16.18,1.31,0,0
20181019:1710,0,0,0,0,14.72,1.72,0,0
20181019:1810,0,0,0,0,13.49,1.17,0,0
20181019:1910,0,0,0,0,13.27,1.24,0,0
20181019:2010,0,0,0,0,12.43,1.17,0,0
20181019:2110,0,0,0,0,11.95,1.24,0,0
20181019:2210,0,0,0,0,11.3,1.38,0,0
20181019:2310,0,0,0,0,10.66,1.38,0,0
20181020:0010,0,0,0,0,10.46,1.38,0,0
20181020:0110,0,0,0,0,9.74,1.52,0,0
20181020:0210,0,0,0,0,9.43,1.52,0,0
20181020:0310,0,0,0,0,9.53,1.31,0,0
20181020:0410,0,0,0,0,9.37,1.38,0,0
20181020:0510,53.29,86.56,2.01,11.27,10.15,1.03,0,141.86
20181020:0610,335.1,150.04,5.81,21.34,13.96,0.69,0,490.95
20181020:0710,502.23,191.32,8.55,30,16.87,1.38,0,702.1
20181020:0810,672.3,195.5,10.74,36.45,18.75,1.72,0,878.54
20181020:0910,779.32,185.32,11.94,39.8,19.96,1.79,0,976.58
20181020:1010,34.58,270.21,5.68,39.39,20.58,2,0,310.47
20181020:1110,1.52,171.99,3.44,35.33,21.03,2.21,0,176.95
20181020:1210,0,51.81,1.03,28.34,21.07,2.34,0,52.84
20181020:1310,55.94,150.4,3.38,19.33,20.16,2.21,0,209.72
20181020:1410,92,73.27,1.9,9.03,19.51,1.45,0,167.17
20181020:1510,0,0,0,0,18.25,1.45,0,0
20181020:1610,0,0,0,0,16.32,1.52,0,0
20181020:1710,0,0,0,0,14.73,1.38,0,0
20181020:1810,0,0,0,0,13.33,1.03,0,0
20181020:1910,0,0,0,0,13.38,0.83,0,0
20181020:2010,0,0,0,0,12.37,0.9,0,0
20181020:2110,0,0,0,0,11.29,1.17,0,0
20181020:2210,0,0,0,0,10.25,1.38,0,0
20181020:2310,0,0,0,0,9.78,1.24,0,0
20181021:0010,0,0,0,0,10.05,0.83,0,0
20181021:0110,0,0,0,0,10.05,0.48,0,0
20181021:0210,0,0,0,0,9.04,0.83,0,0
20181021:0310,0,0,0,0,8.38,0.97,0,0
20181021:0410,0,0,0,0,9.24,0.41,0,0
20181021:0510,0,17.27,0.34,11.04,9.13,0.62,0,17.61
20181021:0610,0,66.36,1.32,21.09,10.66,0.9,0,67.68
20181021:0710,0,70.9,1.41,29.71,11.94,0.97,0,72.31
20181021:0810,0,68.18,1.36,36.13,12.74,1.03,0,69.54
20181021:0910,3.02,204,4.09,39.44,13.6,1.24,0,211.11
20181021:1010,266.15,325.46,8.73,39.04,14.02,1.79,0,600.34
20181021:1110,768.39,144.24,10.98,34.98,13.6,2.48,0,923.61
20181021:1210,537.83,157.03,8.28,28.02,13.48,2.83,0,703.14
20181021:1310,58.32,148.15,3.35,19.04,13.92,2.34,0,209.82
20181021:1410,15.37,55.5,1.18,8.76,13.65,2.55,0,72.05
20181021:1510,0,0,0,0,12.8,2.34,0,0
20181021:1610,0,0,0,0,11.5,1.93,0,0
20181021:1710,0,0,0,0,11.14,1.31,0,0
20181021:1810,0,0,0,0,10.39,1.1,0,0
20181021:1910,0,0,0,0,10.44,0.62,0,0
20181021:2010,0,0,0,0,10.04,0.55,0,0
20181021:2110,0,0,0,0,9.74,0.41,0,0
20181021:2210,0,0,0,0,9.42,0.41,0,0
20181021:2310,0,0,0,0,9.08,0.28,0,0
20181022:0010,0,0,0,0,8.71,0.28,0,0
20181022:0110,0,0,0,0,8.49,0.34,0,0
20181022:0210,0,0,0,0,8.24,0.55,0,0
20181022:0310,0,0,0,0,6.57,0.9,0,0
20181022:0410,0,0,0,0,5.71,1.1,0,0
20181022:0510,69.7,86.24,2.06,10.82,6.08,0.97,0,158
20181022:0610,193.01,175.3,4.88,20.84,9.52,0.9,0,373.19
20181022:0710,383.09,226,7.79,29.42,11,0.97,0,616.88
20181022:0810,493.28,260.97,9.71,35.8,13.14,1.24,0,763.96
20181022:0910,425.37,308.84,9.93,39.09,14.75,0.97,0,744.14
20181022:1010,339.23,319.91,9.28,38.68,15.68,1.03,0,668.42
20181022:1110,233.11,294.34,7.76,34.64,16.25,1.17,0,535.21
20181022:1210,167.93,236.33,5.99,27.7,16.41,1.17,0,410.25
20181022:1310,230.83,152.06,4.7,18.75,16.51,1.03,0,387.59
20181022:1410,15.78,54.74,1.16,8.5,16.1,0.69,0,71.68
20181022:1510,0,0,0,0,15.17,0.34,0,0
20181022:1610,0,0,0,0,14.4,0.28,0,0
20181022:1710,0,0,0,0,13.15,0.83,0,0
20181022:1810,0,0,0,0,11.79,1.45,0,0
20181022:1910,0,0,0,0,10.76,1.52,0,0
20181022:2010,0,0,0,0,9.98,1.52,0,0
20181022:2110,0,0,0,0,9.41,1.66,0,0
20181022:2210,0,0,0,0,8.87,1.66,0,0
20181022:2310,0,0,0,0,8.46,1.66,0,0
20181023:0010,0,0,0,0,8.19,1.59,0,0
20181023:0110,0,0,0,0,7.92,1.59,0,0
20181023:0210,0,0,0,0,7.38,1.66,0,0
20181023:0310,0,0,0,0,7.21,1.66,0,0
20181023:0410,0,0,0,0,7.08,1.66,0,0
20181023:0510,131.71,86.58,2.41,10.59,7.33,1.38,0,220.7
20181023:0610,378.03,134.05,5.82,20.58,11.32,1.24,0,517.9
20181023:0710,411.47,217.28,7.88,29.13,14.25,1.31,0,636.63
20181023:0810,609.27,218.45,10.22,35.48,15.85,1.17,0,837.94
20181023:0910,582.19,262.95,10.74,38.75,16.93,1.1,0,855.88
20181023:1010,564.65,265.39,10.58,38.33,17.88,1.38,0,840.62
20181023:1110,407.12,270.36,8.92,34.3,18.34,1.45,0,686.4
20181023:1210,354.71,214.39,7.22,27.39,18.57,1.38,0,576.32
20181023:1310,75.52,149.01,3.45,18.46,18.41,1.31,0,227.98
20181023:1410,81.07,67.46,1.66,8.23,17.82,1.1,0,150.19
20181023:1510,0,0,0,0,16.57,0.9,0,0
20181023:1610,0,0,0,0,15.62,0.41,0,0
20181023:1710,0,0,0,0,14.85,0.34,0,0
20181023:1810,0,0,0,0,14.08,0.76,0,0
20181023:1910,0,0,0,0,12.64,0.97,0,0
20181023:2010,0,0,0,0,11.04,1.17,0,0
20181023:2110,0,0,0,0,9.75,1.38,0,0
20181023:2210,0,0,0,0,8.91,1.59,0,0
20181023:2310,0,0,0,0,8.48,1.59,0,0
20181024:0010,0,0,0,0,8.07,1.72,0,0
20181024:0110,0,0,0,0,7.87,1.86,0,0
20181024:0210,0,0,0,0,7.86,2.07,0,0
20181024:0310,0,0,0,0,7.86,2.14,0,0
20181024:0410,0,0,0,0,7.89,2.28,0,0
20181024:0510,0,16.36,0.33,10.36,9.05,2.14,0,16.69
20181024:0610,1.73,104.77,2.1,20.33,12.76,2.21,0,108.6
20181024:0710,631.48,139.1,8.93,28.85,15.43,2.76,0,779.51
20181024:0810,782.73,147.03,11.03,35.16,17,3.24,0,940.79
20181024:0910,765.44,184.91,11.52,38.4,18.46,4,0,961.87
20181024:1010,766.58,181.57,11.47,37.98,19.34,4.69,0,959.62
20181024:1110,750.78,146.87,10.62,33.97,19.69,5.17,0,908.27
20181024:1210,91.02,219.87,5.05,27.09,19.16,5.59,0,315.94
20181024:1310,161.75,153.75,4.12,18.18,19.08,5.31,0,319.62
20181024:1410,59.54,63.85,1.48,7.97,17.27,5.17,0,124.87
20181024:1510,0,0,0,0,15.61,3.45,0,0
20181024:1610,0,0,0,0,14.37,3.1,0,0
20181024:1710,0,0,0,0,13.61,3.38,0,0
20181024:1810,0,0,0,0,13.12,3.59,0,0
20181024:1910,0,0,0,0,12.39,4.41,0,0
20181024:2010,0,0,0,0,11.72,4.41,0,0
20181024:2110,0,0,0,0,11.56,4.9,0,0
20181024:2210,0,0,0,0,10.96,6.07,0,0
20181024:2310,0,0,0,0,10.44,6.83,0,0
20181025:0010,0,0,0,0,9.55,5.66,0,0
20181025:0110,0,0,0,0,8.32,4.62,0,0
20181025:0210,0,0,0,0,7.02,3.79,0,0
20181025:0310,0,0,0,0,6.24,2.69,0,0
20181025:0410,0,0,0,0,6.12,2.48,0,0
20181025:0510,0,10.91,0.22,10.14,6.2,2.55,0,11.13
20181025:0610,0,72.72,1.45,20.08,6.32,3.03,0,74.17
20181025:0710,0,92.72,1.84,28.56,5.66,3.93,0,94.56
20181025:0810,0,162.71,3.24,34.84,5.39,4.14,0,165.95
20181025:0910,18.55,243.83,5.01,38.06,5.06,3.66,0,267.39
20181025:1010,0,107.26,2.13,37.63,5.08,3.93,0,109.39
20181025:1110,0,94.54,1.88,33.64,5,4.21,0,96.42
20181025:1210,0,119.08,2.37,26.78,4.3,4.69,0,121.45
20181025:1310,0,42.72,0.85,17.91,3.95,4.48,0,43.57
20181025:1410,68.6,63.98,1.5,7.72,3.71,4.34,0,134.08
20181025:1510,0,0,0,0,3.34,4.07,0,0
20181025:1610,0,0,0,0,3.01,3.86,0,0
20181025:1710,0,0,0,0,2.75,3.79,0,0
20181025:1810,0,0,0,0,2.48,3.86,0,0
20181025:1910,0,0,0,0,1.98,4.07,0,0
20181025:2010,0,0,0,0,1.57,3.52,0,0
20181025:2110,0,0,0,0,1.27,2.83,0,0
20181025:2210,0,0,0,0,1.36,2.34,0,0
20181025:2310,0,0,0,0,1.45,2.07,0,0
20181026:0010,0,0,0,0,1.29,2,0,0
20181026:0110,0,0,0,0,1.34,2.21,0,0
20181026:0210,0,0,0,0,1.21,2.48,0,0
20181026:0310,0,0,0,0,0.87,2,0,0
20181026:0410,0,0,0,0,0.7,2.28,0,0
20181026:0510,26.66,70.75,1.52,9.91,0.69,2.55,0,98.93
20181026:0610,453.58,116.2,6.11,19.82,1.62,3.24,0,575.89
20181026:0710,644.31,142.9,8.99,28.27,3.29,4.14,0,796.2
20181026:0810,794.24,154.67,11.12,34.52,4.53,4.14,0,960.03
20181026:0910,892.64,147.14,12.28,37.72,6.03,4.14,0,1052.06
20181026:1010,891,143.37,12.19,37.29,6.87,4.14,0,1046.56
20181026:1110,795.58,139.64,10.87,33.32,7.77,4,0,946.09
20181026:1210,624.5,132.14,8.52,26.48,8.43,4.28,0,765.16
20181026:1310,376.96,117.42,5.24,17.63,8.42,4,0,499.62
20181026:1410,123.59,65.14,1.74,7.47,8.35,3.31,0,190.47
20181026:1510,0,0,0,0,7.14,2,0,0
20181026:1610,0,0,0,0,6.02,1.93,0,0
20181026:1710,0,0,0,0,4.74,1.72,0,0
20181026:1810,0,0,0,0,3.88,1.45,0,0
20181026:1910,0,0,0,0,3.36,1.31,0,0
20181026:2010,0,0,0,0,3.14,1.24,0,0
20181026:2110,0,0,0,0,2.88,1.24,0,0
20181026:2210,0,0,0,0,2,1.38,0,0
20181026:2310,0,0,0,0,1.63,1.38,0,0
20181027:0010,0,0,0,0,1.15,1.45,0,0
20181027:0110,0,0,0,0,0.74,1.45,0,0
20181027:0210,0,0,0,0,0.19,1.59,0,0
20181027:0310,0,0,0,0,-0.06,1.59,0,0
20181027:0410,0,0,0,0,-0.06,1.59,0,0
20181027:0510,188.34,77.77,2.48,9.68,0.3,1.52,0,268.59
20181027:0610,433.44,121.01,5.93,19.57,4.52,1.17,0,560.38
20181027:0710,631.12,147.01,8.84,27.99,7.17,1.59,0,786.97
20181027:0810,780.24,157.42,10.94,34.2,8.81,1.86,0,948.6
20181027:0910,875.99,154.04,12.12,37.38,10.29,2.21,0,1042.15
20181027:1010,885.33,145.21,12.08,36.95,11.52,2.34,0,1042.62
20181027:1110,762.54,152.62,10.62,32.99,12.34,2.28,0,925.78
20181027:1210,619.63,132.65,8.41,26.19,12.81,2.21,0,760.69
20181027:1310,346.57,123.5,5.01,17.37,12.75,2.07,0,475.08
20181027:1410,119.52,62.64,1.65,7.22,12.04,1.45,0,183.81
20181027:1510,0,0,0,0,10.38,1.38,0,0
20181027:1610,0,0,0,0,7.83,1.66,0,0
20181027:1710,0,0,0,0,5.89,2,0,0
20181027:1810,0,0,0,0,4.53,2.07,0,0
20181027:1910,0,0,0,0,3.43,1.93,0,0
20181027:2010,0,0,0,0,2.69,1.79,0,0
20181027:2110,0,0,0,0,2.36,1.72,0,0
20181027:2210,0,0,0,0,2.14,1.66,0,0
20181027:2310,0,0,0,0,1.99,1.66,0,0
20181028:0010,0,0,0,0,1.74,1.72,0,0
20181028:0110,0,0,0,0,1.47,1.72,0,0
20181028:0210,0,0,0,0,1.15,1.79,0,0
20181028:0310,0,0,0,0,0.81,1.79,0,0
20181028:0410,0,0,0,0,0.51,1.86,0,0
20181028:0510,192.43,76.45,2.44,9.45,1.05,1.59,0,271.32
20181028:0610,423.66,123.84,5.82,19.31,5.99,0.97,0,553.32
20181028:0710,616.05,152.33,8.7,27.7,9.69,1.1,0,777.08
20181028:0810,761.25,165.38,10.78,33.89,11.94,1.1,0,937.41
20181028:0910,832.36,171.91,11.81,37.04,13.72,1.17,0,1016.08
20181028:1010,857.49,157.2,11.86,36.61,15.06,1.17,0,1026.55
20181028:1110,693.7,179.28,10.18,32.68,15.95,1.24,0,883.16
20181028:1210,576.02,147.28,8.1,25.9,16.41,1.52,0,731.4
20181028:1310,315.39,130.28,4.79,17.1,16.35,1.86,0,450.46
20181028:1410,99.1,62.46,1.52,6.98,15.3,1.72,0,163.08
20181028:1510,0,0,0,0,13.1,1.93,0,0
20181028:1610,0,0,0,0,10.72,2,0,0
20181028:1710,0,0,0,0,8.49,1.93,0,0
20181028:1810,0,0,0,0,6.77,1.79,0,0
20181028:1910,0,0,0,0,5.93,1.79,0,0
20181028:2010,0,0,0,0,5.26,1.79,0,0
20181028:2110,0,0,0,0,4.81,1.79,0,0
20181028:2210,0,0,0,0,4.62,1.79,0,0
20181028:2310,0,0,0,0,4.33,1.86,0,0
20181029:0010,0,0,0,0,3.92,1.93,0,0
20181029:0110,0,0,0,0,3.38,2.07,0,0
20181029:0210,0,0,0,0,2.83,2.14,0,0
20181029:0310,0,0,0,0,2.47,2.14,0,0
20181029:0410,0,0,0,0,2.32,2.07,0,0
20181029:0510,184.86,76.32,2.35,9.23,2.99,1.79,0,263.53
20181029:0610,428.23,123.79,5.81,19.06,8.2,0.76,0,557.83
20181029:0710,614.07,154.44,8.64,27.42,11.96,0.55,0,777.15
20181029:0810,758.05,170.17,10.74,33.58,14.53,0.28,0,938.96
20181029:0910,840.41,171.79,11.83,36.71,16.21,0.48,0,1024.03
20181029:1010,830.88,170.47,11.68,36.28,17.43,0.9,0,1013.03
20181029:1110,686.96,185.12,10.13,32.36,18.26,1.1,0,882.21
20181029:1210,557.04,155,7.96,25.61,18.58,1.17,0,720
20181029:1310,311.75,132.16,4.74,16.84,18.4,1.1,0,448.65
20181029:1410,104.98,60.49,1.48,6.74,17.37,0.83,0,166.95
20181029:1510,0,0,0,0,15.05,0.97,0,0
20181029:1610,0,0,0,0,12.66,1.24,0,0
20181029:1710,0,0,0,0,10.91,1.45,0,0
20181029:1810,0,0,0,0,9.7,1.52,0,0
20181029:1910,0,0,0,0,7.93,1.72,0,0
20181029:2010,0,0,0,0,8.14,1.52,0,0
20181029:2110,0,0,0,0,8.03,1.45,0,0
20181029:2210,0,0,0,0,7.46,1.52,0,0
20181029:2310,0,0,0,0,6.65,1.66,0,0
20181030:0010,0,0,0,0,6.23,1.72,0,0
20181030:0110,0,0,0,0,6.27,1.66,0,0
20181030:0210,0,0,0,0,6.92,1.52,0,0
20181030:0310,0,0,0,0,7.28,1.45,0,0
20181030:0410,0,0,0,0,6.5,1.52,0,0
20181030:0510,162.39,78.02,2.21,9,6.33,1.52,0,242.62
20181030:0610,401.57,129.14,5.59,18.81,9.54,0.76,0,536.3
20181030:0710,563.28,171.82,8.32,27.14,12.93,0.34,0,743.42
20181030:0810,720.84,183.63,10.47,33.26,15.31,0.28,0,914.94
20181030:0910,759.38,204.31,11.34,36.38,16.72,0.41,0,975.03
20181030:1010,815.08,175.89,11.52,35.95,17.7,0.55,0,1002.49
20181030:1110,670.34,190.14,9.96,32.05,18.28,0.48,0,870.44
20181030:1210,585.52,144.17,8.03,25.33,18.4,0.41,0,737.72
20181030:1310,373.01,115.24,4.96,16.59,18.2,0.21,0,493.21
20181030:1410,154,58.36,1.63,6.51,17.23,0.41,0,213.99
20181030:1510,0,0,0,0,15.76,0.28,0,0
20181030:1610,0,0,0,0,14.54,0.41,0,0
20181030:1710,0,0,0,0,13.35,1.03,0,0
20181030:1810,0,0,0,0,10.49,1.38,0,0
20181030:1910,0,0,0,0,9.46,1.52,0,0
20181030:2010,0,0,0,0,8.72,1.52,0,0
20181030:2110,0,0,0,0,10.03,1.17,0,0
20181030:2210,0,0,0,0,10.63,1.1,0,0
20181030:2310,0,0,0,0,9.73,1.24,0,0
20181031:0010,0,0,0,0,8.95,1.31,0,0
20181031:0110,0,0,0,0,9.09,1.31,0,0
20181031:0210,0,0,0,0,10.11,1.03,0,0
20181031:0310,0,0,0,0,10.12,0.69,0,0
20181031:0410,0,0,0,0,10.17,0.62,0,0
20181031:0510,76.88,74.28,1.72,8.77,10.13,0.62,0,152.88
20181031:0610,189.95,164.98,4.41,18.56,10.85,0.48,0,359.34
20181031:0710,218.57,240.91,6.29,26.86,13.31,0.48,0,465.77
20181031:0810,429.39,273.68,8.88,32.96,15.41,0.34,0,711.95
20181031:0910,883.93,145.99,11.83,36.06,17.02,0.21,0,1041.75
20181031:1010,736.47,202.79,11,35.63,17.91,0.55,0,950.26
20181031:1110,630.53,199.76,9.64,31.75,18.35,1.1,0,839.93
20181031:1210,555.91,149.71,7.76,25.05,18.39,1.24,0,713.38
20181031:1310,296.32,130.67,4.5,16.34,18.01,1.31,0,431.49
20181031:1410,100.15,57.26,1.36,6.28,16.86,1.24,0,158.77
20181031:1510,0,0,0,0,14.47,0.9,0,0
20181031:1610,0,0,0,0,14.04,0.55,0,0
20181031:1710,0,0,0,0,13,0.97,0,0
20181031:1810,0,0,0,0,10.88,1.24,0,0
20181031:1910,0,0,0,0,11.08,1.17,0,0
20181031:2010,0,0,0,0,10.74,1.1,0,0
20181031:2110,0,0,0,0,10.04,1.17,0,0
20181031:2210,0,0,0,0,9.65,1.24,0,0
20181031:2310,0,0,0,0,10.02,1.17,0,0
20181101:0010,0,0,0,0,9.98,1.17,0,0
20181101:0110,0,0,0,0,9.47,1.24,0,0
20181101:0210,0,0,0,0,8.46,1.38,0,0
20181101:0310,0,0,0,0,7.66,1.52,0,0
20181101:0410,0,0,0,0,7.1,1.66,0,0
20181101:0510,101.55,73.93,1.79,8.54,6.74,1.66,0,177.27
20181101:0610,463.16,101.53,5.66,18.3,9.46,1.03,0,570.35
20181101:0710,623.17,136.34,8.32,26.58,13.13,0.97,0,767.83
20181101:0810,766.03,149.12,10.36,32.65,15.46,1.17,0,925.51
20181101:0910,800.51,168.9,11.18,35.74,16.92,1.52,0,980.59
20181101:1010,827.99,152.9,11.23,35.31,17.92,1.72,0,992.12
20181101:1110,694.01,166.11,9.77,31.45,18.45,1.66,0,869.89
20181101:1210,470.24,173.89,7.23,24.78,18.63,1.86,0,651.36
20181101:1310,329.45,117.92,4.54,16.09,18.4,2,0,451.91
20181101:1410,140.06,53.5,1.43,6.06,17.09,1.72,0,194.99
20181101:1510,0,0,0,0,14.86,2,0,0
20181101:1610,0,0,0,0,12.41,2.14,0,0
20181101:1710,0,0,0,0,10.18,2.07,0,0
20181101:1810,0,0,0,0,8.36,2,0,0
20181101:1910,0,0,0,0,8.35,1.93,0,0
20181101:2010,0,0,0,0,7.5,1.93,0,0
20181101:2110,0,0,0,0,7.01,1.93,0,0
20181101:2210,0,0,0,0,6.7,2,0,0
20181101:2310,0,0,0,0,6.57,2,0,0
20181102:0010,0,0,0,0,6.64,1.93,0,0
20181102:0110,0,0,0,0,6.92,1.86,0,0
20181102:0210,0,0,0,0,7.02,1.79,0,0
20181102:0310,0,0,0,0,7.15,1.72,0,0
20181102:0410,0,0,0,0,8.01,1.52,0,0
20181102:0510,91.02,72.51,1.7,8.31,9.19,1.31,0,165.23
20181102:0610,414.99,114.55,5.35,18.05,11.08,0.83,0,534.89
20181102:0710,612.48,139.24,8.19,26.3,13.37,0.76,0,759.91
20181102:0810,744.53,157.04,10.18,32.35,15.8,1.31,0,911.75
20181102:0910,800.33,168.25,11.1,35.42,17.33,1.52,0,979.68
20181102:1010,837.74,148.47,11.21,34.99,18.34,1.52,0,997.42
20181102:1110,665.37,177.24,9.57,31.15,18.95,1.52,0,852.18
20181102:1210,512.57,157.32,7.34,24.51,19.13,1.59,0,677.23
20181102:1310,347.47,110.92,4.54,15.85,18.87,1.38,0,462.93
20181102:1410,144.86,52.11,1.39,5.84,17.73,0.97,0,198.36
20181102:1510,0,0,0,0,15.64,0.9,0,0
20181102:1610,0,0,0,0,12.59,1.31,0,0
20181102:1710,0,0,0,0,10.13,1.72,0,0
20181102:1810,0,0,0,0,8.54,1.93,0,0
20181102:1910,0,0,0,0,8.36,1.79,0,0
20181102:2010,0,0,0,0,7.35,1.86,0,0
20181102:2110,0,0,0,0,6.27,2.07,0,0
20181102:2210,0,0,0,0,5.25,2.21,0,0
20181102:2310,0,0,0,0,4.7,2.34,0,0
20181103:0010,0,0,0,0,4.33,2.34,0,0
20181103:0110,0,0,0,0,3.94,2.28,0,0
20181103:0210,0,0,0,0,3.5,2.21,0,0
20181103:0310,0,0,0,0,3.08,2.21,0,0
20181103:0410,0,0,0,0,2.74,2.21,0,0
20181103:0510,93.28,71.21,1.66,8.09,2.85,2.07,0,166.15
20181103:0610,425.4,113.52,5.37,17.8,6.34,1.72,0,544.29
20181103:0710,618.93,139.1,8.19,26.02,11.03,2.55,0,766.22
20181103:0810,750.9,156.82,10.18,32.05,12.59,3.24,0,917.9
20181103:0910,806.62,169.43,11.12,35.1,13.7,3.31,0,987.17
20181103:1010,832.87,153.2,11.16,34.68,14.5,3.38,0,997.23
20181103:1110,733.17,150.61,9.84,30.86,14.91,3.45,0,893.62
20181103:1210,507.94,160.55,7.29,24.25,14.92,3.59,0,675.78
20181103:1310,357.86,108.6,4.54,15.62,14.43,3.52,0,471
20181103:1410,143.42,43.24,1.34,5.63,13.16,2.76,0,188
20181103:1510,0,0,0,0,10.94,2.62,0,0
20181103:1610,0,0,0,0,9.48,2.55,0,0
20181103:1710,0,0,0,0,8.5,2.55,0,0
20181103:1810,0,0,0,0,7.77,2.62,0,0
20181103:1910,0,0,0,0,7.49,2.55,0,0
20181103:2010,0,0,0,0,6.9,2.55,0,0
20181103:2110,0,0,0,0,6.51,2.69,0,0
20181103:2210,0,0,0,0,6.22,2.69,0,0
20181103:2310,0,0,0,0,5.86,2.62,0,0
20181104:0010,0,0,0,0,5.43,2.41,0,0
20181104:0110,0,0,0,0,5,2.34,0,0
20181104:0210,0,0,0,0,4.64,2.28,0,0
20181104:0310,0,0,0,0,4.34,2.21,0,0
20181104:0410,0,0,0,0,4.02,2.14,0,0
20181104:0510,65.59,64.84,1.45,7.86,3.98,2,0,131.88
20181104:0610,389.3,118.14,5.08,17.55,7.04,1.86,0,512.52
20181104:0710,588.76,143.36,7.9,25.75,10.88,2.69,0,740.02
20181104:0810,737.3,153.85,9.95,31.75,13.04,3.38,0,901.1
20181104:0910,806.39,158.85,10.92,34.79,14.7,3.24,0,976.16
20181104:1010,831.18,145.21,10.98,34.38,15.8,3.24,0,987.37
20181104:1110,731.22,142.61,9.66,30.58,16.38,3.38,0,883.49
20181104:1210,519.19,148.48,7.18,23.99,16.55,3.38,0,674.85
20181104:1310,341.99,107.72,4.36,15.39,16.23,3.31,0,454.07
20181104:1410,128.28,41.79,1.23,5.42,15.01,2.48,0,171.3
20181104:1510,0,0,0,0,12.93,2.34,0,0
20181104:1610,0,0,0,0,11.44,2.21,0,0
20181104:1710,0,0,0,0,10.12,2.14,0,0
20181104:1810,0,0,0,0,8.97,2.34,0,0
20181104:1910,0,0,0,0,8.32,2.62,0,0
20181104:2010,0,0,0,0,7.51,2.48,0,0
20181104:2110,0,0,0,0,6.71,2.48,0,0
20181104:2210,0,0,0,0,6.07,2.55,0,0
20181104:2310,0,0,0,0,5.53,2.55,0,0
20181105:0010,0,0,0,0,5,2.48,0,0
20181105:0110,0,0,0,0,4.44,2.34,0,0
20181105:0210,0,0,0,0,3.92,2.34,0,0
20181105:0310,0,0,0,0,3.56,2.28,0,0
