time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int,G(i)_POA
20180119:1510,0,0,0,0,-1.16,2.14,0,0
20180119:1610,0,0,0,0,-2.32,1.52,0,0
20180119:1710,0,0,0,0,-2.77,0.97,0,0
20180119:1810,0,0,0,0,-3.02,0.97,0,0
20180119:1910,0,0,0,0,-3.62,1.1,0,0
20180119:2010,0,0,0,0,-4.15,1.24,0,0
20180119:2110,0,0,0,0,-4.77,1.45,0,0
20180119:2210,0,0,0,0,-5.21,1.66,0,0
20180119:2310,0,0,0,0,-5.37,1.72,0,0
20180120:0010,0,0,0,0,-5.38,1.86,0,0
20180120:0110,0,0,0,0,-5.29,1.93,0,0
20180120:0210,0,0,0,0,-5.23,1.93,0,0
20180120:0310,0,0,0,0,-5.1,2.07,0,0
20180120:0410,0,0,0,0,-4.92,2.21,0,0
20180120:0510,0,0,0,0,-4.77,2.21,0,0
20180120:0610,225.21,90.9,2.48,9.7,-3.7,2,0,318.59
20180120:0710,409.84,149.01,5.32,18.25,-0.72,2.48,0,564.17
20180120:0810,604.89,169.12,7.79,24.94,1.51,3.1,0,781.8
20180120:0910,673.88,193.89,9.1,29.1,3.57,3.24,0,876.87
20180120:1010,566.43,241.72,8.9,30.19,5.29,3.03,0,817.05
20180120:1110,785.39,137.6,9.31,28.05,6.45,2.83,0,932.3
20180120:1210,661.21,125.3,7.54,22.99,6.96,2.76,0,794.05
20180120:1310,419.98,115.18,4.67,15.63,6.9,2.41,0,539.83
20180120:1410,105.81,61.09,1.32,6.59,5.59,1.93,0,168.22
20180120:1510,0,0,0,0,3.48,2.34,0,0
20180120:1610,0,0,0,0,1.52,2.48,0,0
20180120:1710,0,0,0,0,0.35,2.55,0,0
20180120:1810,0,0,0,0,0.16,2.62,0,0
20180120:1910,0,0,0,0,0.79,2.69,0,0
20180120:2010,0,0,0,0,0.62,2.9,0,0
20180120:2110,0,0,0,0,0.52,2.97,0,0
20180120:2210,0,0,0,0,0.5,3.03,0,0
20180120:2310,0,0,0,0,0.8,3.17,0,0
20180121:0010,0,0,0,0,0.97,3.17,0,0
20180121:0110,0,0,0,0,1.24,3.1,0,0
20180121:0210,0,0,0,0,1.46,3.03,0,0
20180121:0310,0,0,0,0,1.57,2.97,0,0
20180121:0410,0,0,0,0,1.28,2.83,0,0
20180121:0510,0,0,0,0,1.23,2.76,0,0
20180121:0610,250.3,86.17,2.57,9.82,1.44,2.76,0,339.04
20180121:0710,102.79,162.64,3.67,18.4,3.45,2.69,0,269.1
20180121:0810,26.49,178.68,3.71,25.11,5.55,3.17,0,208.88
20180121:0910,105.13,251.35,5.61,29.3,6.82,3.31,0,362.09
20180121:1010,3.59,170.53,3.42,30.41,7.91,3.1,0,177.54
20180121:1110,40.25,211.51,4.45,28.28,8.78,3.03,0,256.21
20180121:1210,292.58,214.52,5.9,23.22,9.11,3.1,0,513
20180121:1310,302.36,139.08,4.23,15.84,9.12,3.38,0,445.67
20180121:1410,44.68,51.4,1.07,6.8,8.52,2.69,0,97.15
20180121:1510,0,0,0,0,6.51,2.41,0,0
20180121:1610,0,0,0,0,5.21,2.34,0,0
20180121:1710,0,0,0,0,4.65,2.34,0,0
20180121:1810,0,0,0,0,4.17,2.55,0,0
20180121:1910,0,0,0,0,4.21,3.52,0,0
20180121:2010,0,0,0,0,3.95,3.45,0,0
20180121:2110,0,0,0,0,3.65,3.38,0,0
20180121:2210,0,0,0,0,3.53,3.31,0,0
20180121:2310,0,0,0,0,3.35,3.31,0,0
20180122:0010,0,0,0,0,3.36,3.45,0,0
20180122:0110,0,0,0,0,3.43,3.59,0,0
20180122:0210,0,0,0,0,3.36,4,0,0
20180122:0310,0,0,0,0,3.16,4.34,0,0
20180122:0410,0,0,0,0,2.78,4.48,0,0
20180122:0510,0,0,0,0,2.58,4.55,0,0
20180122:0610,0,40,0.8,9.95,2.65,4.62,0,40.8
20180122:0710,0,53.63,1.07,18.55,2.72,3.86,0,54.7
20180122:0810,11.29,158.27,3.22,25.29,3.26,3.59,0,172.78
20180122:0910,0,115.45,2.3,29.51,3.76,3.79,0,117.75
20180122:1010,0,140.9,2.8,30.64,4.5,3.93,0,143.7
20180122:1110,0,134.54,2.68,28.52,5.38,4.55,0,137.22
20180122:1210,1.92,117.53,2.35,23.45,6.43,4.21,0,121.8
20180122:1310,301.51,138.01,4.25,16.07,6.66,3.1,0,443.77
20180122:1410,107.2,62.54,1.39,7.01,6.6,2.62,0,171.13
20180122:1510,0,0,0,0,5.66,2.07,0,0
20180122:1610,0,0,0,0,4.78,1.93,0,0
20180122:1710,0,0,0,0,4.05,1.86,0,0
20180122:1810,0,0,0,0,2.59,1.86,0,0
20180122:1910,0,0,0,0,2.46,1.79,0,0
20180122:2010,0,0,0,0,2.62,1.79,0,0
20180122:2110,0,0,0,0,2.55,1.79,0,0
20180122:2210,0,0,0,0,2.52,1.72,0,0
20180122:2310,0,0,0,0,2.06,1.31,0,0
20180123:0010,0,0,0,0,1.88,0.9,0,0
20180123:0110,0,0,0,0,1.77,0.9,0,0
20180123:0210,0,0,0,0,1.37,1.38,0,0
20180123:0310,0,0,0,0,1.34,2,0,0
20180123:0410,0,0,0,0,1.39,2.34,0,0
20180123:0510,0,0,0,0,1.34,2.9,0,0
20180123:0610,40.67,77.08,1.63,10.08,1.21,3.52,0,119.38
20180123:0710,8.27,113.23,2.3,18.71,1.01,3.93,0,123.8
20180123:0810,41.16,193.66,4.09,25.48,0.77,3.86,0,238.91
20180123:0910,127.41,260.6,5.93,29.72,1.19,4.41,0,393.94
20180123:1010,0,148.17,2.95,30.88,1.85,5.1,0,151.12
20180123:1110,0,76.36,1.52,28.76,2.58,5.03,0,77.88
20180123:1210,0,89.99,1.79,23.69,2.35,4.62,0,91.78
20180123:1310,0,69.99,1.39,16.29,2.16,4.28,0,71.38
20180123:1410,6.53,37.49,0.76,7.22,1.69,3.93,0,44.78
20180123:1510,0,0,0,0,0.93,3.52,0,0
20180123:1610,0,0,0,0,0.13,3.17,0,0
20180123:1710,0,0,0,0,-0.5,3.31,0,0
20180123:1810,0,0,0,0,-1.23,3.03,0,0
20180123:1910,0,0,0,0,-1.94,2.83,0,0
20180123:2010,0,0,0,0,-2.51,2.55,0,0
20180123:2110,0,0,0,0,-2.85,2.55,0,0
20180123:2210,0,0,0,0,-3.05,2.62,0,0
20180123:2310,0,0,0,0,-3.26,2.62,0,0
20180124:0010,0,0,0,0,-3.4,2.62,0,0
20180124:0110,0,0,0,0,-3.57,2.69,0,0
20180124:0210,0,0,0,0,-3.65,2.55,0,0
20180124:0310,0,0,0,0,-3.72,2.69,0,0
20180124:0410,0,0,0,0,-3.76,2.9,0,0
20180124:0510,0,0,0,0,-3.82,2.97,0,0
20180124:0610,5.35,57.31,1.16,10.22,-3.66,3.38,0,63.82
20180124:0710,12.31,124.09,2.53,18.87,-2.8,4.07,0,138.93
20180124:0810,0,78.18,1.56,25.67,-2.11,4.34,0,79.74
20180124:0910,0,116.35,2.31,29.94,-1.44,4.76,0,118.66
20180124:1010,0,107.26,2.13,31.12,-0.61,4.9,0,109.39
20180124:1110,1.8,152.06,3.04,29,-0.03,4.76,0,156.9
20180124:1210,20.88,166.64,3.44,23.93,0.13,4.62,0,190.96
20180124:1310,38.81,127.3,2.69,16.52,-0.05,4.48,0,168.8
20180124:1410,0,32.72,0.65,7.44,-0.55,4,0,33.37
20180124:1510,0,0,0,0,-1.21,3.38,0,0
20180124:1610,0,0,0,0,-1.89,3.38,0,0
20180124:1710,0,0,0,0,-2.34,3.86,0,0
20180124:1810,0,0,0,0,-2.87,4.07,0,0
20180124:1910,0,0,0,0,-3.78,4.21,0,0
20180124:2010,0,0,0,0,-4.15,4.21,0,0
20180124:2110,0,0,0,0,-4.42,4.14,0,0
20180124:2210,0,0,0,0,-4.67,4.07,0,0
20180124:2310,0,0,0,0,-4.91,4,0,0
20180125:0010,0,0,0,0,-5.08,4.07,0,0
20180125:0110,0,0,0,0,-5.21,4.07,0,0
20180125:0210,0,0,0,0,-5.34,4.07,0,0
20180125:0310,0,0,0,0,-5.44,4.14,0,0
20180125:0410,0,0,0,0,-5.45,4.21,0,0
20180125:0510,0,0,0,0,-5.51,4.28,0,0
20180125:0610,0,42.72,0.85,10.36,-5.41,4.76,0,43.57
20180125:0710,2.04,99.39,1.99,19.04,-4.34,6.55,0,103.42
20180125:0810,44.38,199.82,4.23,25.87,-3.41,6.9,0,248.43
20180125:0910,55.06,239.33,5.1,30.17,-2.5,6.83,0,299.49
20180125:1010,126.68,275.93,6.26,31.36,-1.81,6.62,0,408.87
20180125:1110,93.06,249.65,5.52,29.25,-1.32,6.34,0,348.23
20180125:1210,0,114.54,2.28,24.17,-0.9,6.28,0,116.82
20180125:1310,42.69,129.9,2.77,16.75,-1.08,5.72,0,175.36
20180125:1410,0,23.63,0.47,7.66,-1.56,4.83,0,24.1
20180125:1510,0,0,0,0,-2.41,4.21,0,0
20180125:1610,0,0,0,0,-3.15,4,0,0
20180125:1710,0,0,0,0,-3.87,4,0,0
20180125:1810,0,0,0,0,-4.51,3.93,0,0
20180125:1910,0,0,0,0,-4.38,4.69,0,0
20180125:2010,0,0,0,0,-4.88,4.55,0,0
20180125:2110,0,0,0,0,-5.13,4,0,0
20180125:2210,0,0,0,0,-5.17,4.07,0,0
20180125:2310,0,0,0,0,-5.25,3.93,0,0
20180126:0010,0,0,0,0,-5.29,3.93,0,0
20180126:0110,0,0,0,0,-5.36,3.93,0,0
20180126:0210,0,0,0,0,-5.44,3.52,0,0
20180126:0310,0,0,0,0,-5.51,3.52,0,0
20180126:0410,0,0,0,0,-5.37,3.45,0,0
20180126:0510,0,0,0,0,-5.42,3.1,0,0
20180126:0610,242.26,92.6,2.75,10.51,-5.17,2.9,0,337.61
20180126:0710,92.94,167.5,3.76,19.22,-3.82,3.72,0,264.2
20180126:0810,343.71,237.45,6.87,26.08,-2.62,3.93,0,588.03
20180126:0910,408.07,271.82,8.17,30.41,-1.54,3.66,0,688.06
20180126:1010,28,226.11,4.68,31.61,-0.16,3.52,0,258.79
20180126:1110,0,139.08,2.77,29.51,0.84,3.38,0,141.85
20180126:1210,1.87,133,2.66,24.42,1.49,3.52,0,137.53
20180126:1310,0,79.08,1.57,16.99,1.46,3.45,0,80.65
20180126:1410,3.04,38.67,0.78,7.88,1.08,2.83,0,42.49
20180126:1510,0,0,0,0,0.08,2.21,0,0
20180126:1610,0,0,0,0,-1.05,2.07,0,0
20180126:1710,0,0,0,0,-2.26,2.07,0,0
20180126:1810,0,0,0,0,-2.99,1.86,0,0
20180126:1910,0,0,0,0,-3.05,1.72,0,0
20180126:2010,0,0,0,0,-3.65,1.66,0,0
20180126:2110,0,0,0,0,-4.05,1.59,0,0
20180126:2210,0,0,0,0,-4.7,1.72,0,0
20180126:2310,0,0,0,0,-4.85,1.72,0,0
20180127:0010,0,0,0,0,-4.84,1.72,0,0
20180127:0110,0,0,0,0,-5.14,1.66,0,0
20180127:0210,0,0,0,0,-5.05,1.45,0,0
20180127:0310,0,0,0,0,-5.31,1.31,0,0
20180127:0410,0,0,0,0,-5.35,1.1,0,0
20180127:0510,0,0,0,0,-5.11,0.9,0,0
20180127:0610,5.14,61.83,1.25,10.66,-4.37,0.62,0,68.22
20180127:0710,2,99.37,1.99,19.4,-2.32,1.45,0,103.36
20180127:0810,1.83,142.99,2.86,26.29,-1.19,1.79,0,147.68
20180127:0910,1.76,169.34,3.38,30.64,0.6,1.93,0,174.48
20180127:1010,0,118.17,2.35,31.87,1.82,2.28,0,120.52
20180127:1110,0,135.44,2.69,29.77,2.65,2.21,0,138.13
20180127:1210,0,95.45,1.9,24.67,3.15,2.14,0,97.35
20180127:1310,0,60,1.19,17.23,3.24,2.14,0,61.19
20180127:1410,0,35.45,0.71,8.1,3.05,2,0,36.16
20180127:1510,0,0,0,0,1.83,1.1,0,0
20180127:1610,0,0,0,0,0.25,1.03,0,0
20180127:1710,0,0,0,0,-1.24,1.24,0,0
20180127:1810,0,0,0,0,-2.49,1.31,0,0
20180127:1910,0,0,0,0,-2.31,0.97,0,0
20180127:2010,0,0,0,0,-2.19,0.76,0,0
20180127:2110,0,0,0,0,-2.47,0.69,0,0
20180127:2210,0,0,0,0,-2.72,0.69,0,0
20180127:2310,0,0,0,0,-2.84,0.69,0,0
20180128:0010,0,0,0,0,-3.02,0.62,0,0
20180128:0110,0,0,0,0,-3.21,0.69,0,0
20180128:0210,0,0,0,0,-3.42,0.76,0,0
20180128:0310,0,0,0,0,-3.62,0.76,0,0
20180128:0410,0,0,0,0,-3.88,0.76,0,0
20180128:0510,0,0,0,0,-3.87,0.76,0,0
20180128:0610,17.73,73.61,1.52,10.83,-3.1,0.48,0,92.86
20180128:0710,17.89,135.2,2.79,19.59,-1.18,0.41,0,155.88
20180128:0810,14.52,176.19,3.6,26.51,0.57,0.55,0,194.31
20180128:0910,1.75,165.69,3.31,30.89,2.02,0.55,0,170.75
20180128:1010,0,117.26,2.33,32.13,3.15,0.48,0,119.59
20180128:1110,0,106.36,2.12,30.03,4.07,0.48,0,108.48
20180128:1210,0,97.27,1.94,24.93,4.67,0.69,0,99.21
20180128:1310,0,52.72,1.05,17.47,4.56,0.76,0,53.77
20180128:1410,2.9,43.22,0.87,8.32,4.38,0.9,0,46.99
20180128:1510,0,0,0,0,3.13,0.69,0,0
20180128:1610,0,0,0,0,2.06,0.9,0,0
20180128:1710,0,0,0,0,1.66,0.83,0,0
20180128:1810,0,0,0,0,0.35,1.03,0,0
20180128:1910,0,0,0,0,-0.69,0.69,0,0
20180128:2010,0,0,0,0,-1.32,0.62,0,0
20180128:2110,0,0,0,0,-1.82,0.48,0,0
20180128:2210,0,0,0,0,-2.27,0.62,0,0
20180128:2310,0,0,0,0,-2.69,0.76,0,0
20180129:0010,0,0,0,0,-2.92,0.62,0,0
20180129:0110,0,0,0,0,-3.16,0.76,0,0
20180129:0210,0,0,0,0,-3.79,0.9,0,0
20180129:0310,0,0,0,0,-4.34,0.97,0,0
20180129:0410,0,0,0,0,-4.5,1.03,0,0
20180129:0510,0,0,0,0,-4.95,1.17,0,0
20180129:0610,127.37,101.52,2.41,10.99,-3.83,1.03,0,231.3
20180129:0710,104.51,174.29,3.98,19.78,-1.11,1.38,0,282.78
20180129:0810,416.77,229.57,7.41,26.73,0.73,2,0,653.75
20180129:0910,432.71,272.22,8.48,31.14,2.11,2.41,0,713.41
20180129:1010,773.33,176.9,10.33,32.4,3.24,2.69,0,960.56
20180129:1110,757.25,158.1,9.77,30.3,4.13,2.97,0,925.12
20180129:1210,296.98,230.87,6.42,25.19,4.65,3.17,0,534.27
20180129:1310,483.41,108.37,5.5,17.71,4.59,3.03,0,597.28
20180129:1410,221.31,72.03,2.19,8.55,3.97,2.48,0,295.53
20180129:1510,0,0,0,0,2.48,1.72,0,0
20180129:1610,0,0,0,0,0.41,1.31,0,0
20180129:1710,0,0,0,0,0.72,0.97,0,0
20180129:1810,0,0,0,0,0.88,0.9,0,0
20180129:1910,0,0,0,0,-1.26,1.24,0,0
20180129:2010,0,0,0,0,-2.12,1.52,0,0
20180129:2110,0,0,0,0,-2.53,1.59,0,0
20180129:2210,0,0,0,0,-2.46,1.45,0,0
20180129:2310,0,0,0,0,-2.47,1.38,0,0
20180130:0010,0,0,0,0,-2.47,1.31,0,0
20180130:0110,0,0,0,0,-2.43,1.24,0,0
20180130:0210,0,0,0,0,-2.3,1.1,0,0
20180130:0310,0,0,0,0,-2.31,1.03,0,0
20180130:0410,0,0,0,0,-2.54,1.03,0,0
20180130:0510,0,0,0,0,-2.81,1.03,0,0
20180130:0610,268.32,90.05,3,11.16,-1.81,0.83,0,361.37
20180130:0710,486.95,131.1,6.08,19.98,0.94,1.03,0,624.13
20180130:0810,666.9,151.07,8.57,26.96,3.13,1.31,0,826.54
20180130:0910,763.81,164.93,10.04,31.4,4.69,1.72,0,938.78
20180130:1010,825.63,156.36,10.63,32.67,5.9,2.07,0,992.62
20180130:1110,744.1,162.25,9.75,30.58,6.52,2.28,0,916.1
20180130:1210,611.59,150.15,7.92,25.45,6.83,2.48,0,769.66
20180130:1310,389.27,135.47,5.15,17.96,6.65,2.48,0,529.89
20180130:1410,208.15,73.88,2.19,8.78,5.71,1.86,0,284.22
20180130:1510,0,0,0,0,3.99,1.79,0,0
20180130:1610,0,0,0,0,1.63,1.45,0,0
20180130:1710,0,0,0,0,1.05,1.31,0,0
20180130:1810,0,0,0,0,0.54,1.38,0,0
20180130:1910,0,0,0,0,-1.82,1.93,0,0
20180130:2010,0,0,0,0,-2.02,1.86,0,0
20180130:2110,0,0,0,0,-1.75,1.72,0,0
20180130:2210,0,0,0,0,-1.23,1.52,0,0
20180130:2310,0,0,0,0,-0.7,1.38,0,0
20180131:0010,0,0,0,0,-0.15,1.24,0,0
20180131:0110,0,0,0,0,-0.24,1.24,0,0
20180131:0210,0,0,0,0,-0.69,1.24,0,0
20180131:0310,0,0,0,0,-0.52,1.17,0,0
20180131:0410,0,0,0,0,-0.05,1.03,0,0
20180131:0510,0,0,0,0,-0.04,0.97,0,0
20180131:0610,293.56,89.36,3.18,11.34,-0.23,0.97,0,386.1
20180131:0710,517.77,127.17,6.33,20.19,2.39,0.9,0,651.27
20180131:0810,694.68,147.97,8.84,27.2,4.57,1.52,0,851.49
20180131:0910,783.55,165.57,10.29,31.66,5.62,2.48,0,959.41
20180131:1010,848.33,154.07,10.89,32.95,6.18,2.97,0,1013.29
20180131:1110,741.41,171.44,9.89,30.86,6.51,3.24,0,922.74
20180131:1210,562.04,177.8,7.88,25.72,6.58,3.31,0,747.72
20180131:1310,397.34,138.39,5.3,18.2,6.15,3.17,0,541.03
20180131:1410,233.56,74.85,2.37,9.01,5.11,2.14,0,310.78
20180131:1510,0,0,0,0,3.39,1.59,0,0
20180131:1610,0,0,0,0,2.13,0.83,0,0
20180131:1710,0,0,0,0,2.09,0.69,0,0
20180131:1810,0,0,0,0,1.76,0.83,0,0
20180131:1910,0,0,0,0,2.37,1.1,0,0
20180131:2010,0,0,0,0,1.79,1.17,0,0
20180131:2110,0,0,0,0,1.14,1.24,0,0
20180131:2210,0,0,0,0,0.48,1.31,0,0
20180131:2310,0,0,0,0,-0.08,1.45,0,0
20180201:0010,0,0,0,0,-0.29,1.45,0,0
20180201:0110,0,0,0,0,-0.29,1.38,0,0
20180201:0210,0,0,0,0,-0.61,1.45,0,0
20180201:0310,0,0,0,0,-1.28,1.59,0,0
20180201:0410,0,0,0,0,-2.06,1.79,0,0
20180201:0510,0,0,0,0,-2.68,1.93,0,0
20180201:0610,239.08,105.24,3.09,11.53,-1.4,1.59,0,347.41
20180201:0710,494.15,146.67,6.42,20.4,2.89,1.38,0,647.24
20180201:0810,674.25,172.2,9.01,27.44,6.12,1.86,0,855.46
20180201:0910,782.5,185.14,10.58,31.93,7.9,2.28,0,978.22
20180201:1010,824.97,184.09,11.09,33.23,8.9,2.55,0,1020.15
20180201:1110,805.7,166.46,10.51,31.14,9.51,2.69,0,982.67
20180201:1210,645.93,163.13,8.5,25.99,9.73,2.69,0,817.56
20180201:1310,405.22,147.08,5.52,18.45,9.48,2.48,0,557.82
20180201:1410,124.96,85.98,2.04,9.24,8.2,1.79,0,212.98
20180201:1510,0,0,0,0,5.6,2.41,0,0
20180201:1610,0,0,0,0,2.93,2.69,0,0
20180201:1710,0,0,0,0,1.33,2.62,0,0
20180201:1810,0,0,0,0,0.52,2.62,0,0
20180201:1910,0,0,0,0,0.62,2.76,0,0
20180201:2010,0,0,0,0,0.38,2.76,0,0
20180201:2110,0,0,0,0,0.09,2.69,0,0
20180201:2210,0,0,0,0,-0.32,2.62,0,0
20180201:2310,0,0,0,0,-0.64,2.55,0,0
20180202:0010,0,0,0,0,-0.95,2.48,0,0
20180202:0110,0,0,0,0,-1.15,2.48,0,0
20180202:0210,0,0,0,0,-1.34,2.48,0,0
20180202:0310,0,0,0,0,-1.44,2.41,0,0
20180202:0410,0,0,0,0,-1.54,2.34,0,0
20180202:0510,0,1.82,0.04,1.58,-1.55,2.41,0,1.86
20180202:0610,110.72,107.73,2.51,11.72,-0.39,2.21,0,220.96
20180202:0710,289.76,189.72,5.48,20.62,3.66,2.07,0,484.96
20180202:0810,594.23,195.2,8.63,27.69,6.17,2.76,0,798.06
20180202:0910,837.44,158.75,10.85,32.2,7.68,3.17,0,1007.04
20180202:1010,806.87,186.25,11,33.52,8.68,3.1,0,1004.12
20180202:1110,725.72,190.03,10.09,31.43,9.12,3.03,0,925.84
20180202:1210,40.97,201.67,4.27,26.26,9.03,2.62,0,246.91
20180202:1310,1.97,94.82,1.9,18.71,8.74,2.14,0,98.69
20180202:1410,0,40.91,0.81,9.47,7.56,1.86,0,41.72
20180202:1510,0,0,0,0,6,2.21,0,0
20180202:1610,0,0,0,0,4.75,2.28,0,0
20180202:1710,0,0,0,0,4.23,2.41,0,0
20180202:1810,0,0,0,0,4.17,2.48,0,0
20180202:1910,0,0,0,0,3.96,2.55,0,0
20180202:2010,0,0,0,0,3.98,2.48,0,0
20180202:2110,0,0,0,0,3.69,2.28,0,0
20180202:2210,0,0,0,0,3,2,0,0
20180202:2310,0,0,0,0,3.02,1.79,0,0
20180203:0010,0,0,0,0,3,1.72,0,0
20180203:0110,0,0,0,0,2.85,1.72,0,0
20180203:0210,0,0,0,0,3.03,1.31,0,0
20180203:0310,0,0,0,0,2.9,1.31,0,0
20180203:0410,0,0,0,0,1.94,1.79,0,0
20180203:0510,0,2.73,0.05,1.75,1.59,2,0,2.78
20180203:0610,11.6,74.87,1.54,11.91,2.45,1.86,0,88.01
20180203:0710,20.79,144.75,3,20.84,5.65,2.07,0,168.54
20180203:0810,1.75,148.41,2.97,27.94,7.88,2.76,0,153.13
20180203:0910,18.58,219.57,4.5,32.48,9.03,3.59,0,242.65
20180203:1010,137.35,296.41,6.82,33.82,9.5,3.79,0,440.58
20180203:1110,3.39,177.75,3.56,31.72,10.13,4.07,0,184.7
20180203:1210,35.37,197.64,4.16,26.54,9.66,3.86,0,237.17
20180203:1310,0,84.54,1.68,18.96,8.98,2.9,0,86.22
20180203:1410,0,39.09,0.78,9.71,8.42,2.21,0,39.87
20180203:1510,0,0,0,0,7.8,2.14,0,0
20180203:1610,0,0,0,0,6.67,2.41,0,0
20180203:1710,0,0,0,0,6.1,2.55,0,0
20180203:1810,0,0,0,0,5.57,2.62,0,0
20180203:1910,0,0,0,0,4.65,2.69,0,0
20180203:2010,0,0,0,0,4.39,2.69,0,0
20180203:2110,0,0,0,0,4.42,2.76,0,0
20180203:2210,0,0,0,0,4.86,2.76,0,0
20180203:2310,0,0,0,0,5.17,2.83,0,0
20180204:0010,0,0,0,0,5.28,2.69,0,0
20180204:0110,0,0,0,0,5.47,2.83,0,0
20180204:0210,0,0,0,0,5.81,2.97,0,0
20180204:0310,0,0,0,0,5.51,2.48,0,0
20180204:0410,0,0,0,0,5.14,2.28,0,0
20180204:0510,0,0.91,0.02,1.93,4.8,2.34,0,0.93
20180204:0610,0,30,0.6,12.11,5.24,2.21,0,30.6
20180204:0710,0,65.45,1.3,21.07,6.59,2.41,0,66.75
20180204:0810,22.55,197.69,4.09,28.2,8.96,2.34,0,224.33
20180204:0910,0,163.62,3.26,32.76,10.06,2.55,0,166.88
20180204:1010,16.65,228.29,4.67,34.11,10.98,3.24,0,249.61
20180204:1110,3.37,183.21,3.67,32.01,10.95,3.17,0,190.25
20180204:1210,0,69.09,1.37,26.81,11,3.45,0,70.46
20180204:1310,0,90.9,1.81,19.22,11.47,3.52,0,92.71
20180204:1410,0,45.45,0.9,9.95,10.53,3.52,0,46.35
20180204:1510,0,0,0,0,9.59,3.66,0,0
20180204:1610,0,0,0,0,9.05,3.93,0,0
20180204:1710,0,0,0,0,8.89,4.55,0,0
20180204:1810,0,0,0,0,8.72,4.55,0,0
20180204:1910,0,0,0,0,7.6,3.79,0,0
20180204:2010,0,0,0,0,6.72,3.52,0,0
20180204:2110,0,0,0,0,5.94,3.17,0,0
20180204:2210,0,0,0,0,5.27,2.76,0,0
20180204:2310,0,0,0,0,4.72,2.48,0,0
20180205:0010,0,0,0,0,4.13,2.28,0,0
20180205:0110,0,0,0,0,3.28,2.14,0,0
20180205:0210,0,0,0,0,2.48,1.93,0,0
20180205:0310,0,0,0,0,1.48,1.93,0,0
20180205:0410,0,0,0,0,1.35,1.86,0,0
20180205:0510,0,3.64,0.07,2.11,0.55,2.07,0,3.71
20180205:0610,20.27,84.89,1.77,12.32,1.62,1.72,0,106.93
20180205:0710,0,105.45,2.1,21.3,6.58,1.31,0,107.55
20180205:0810,0,109.08,2.17,28.46,8.55,2.07,0,111.25
20180205:0910,0,122.72,2.44,33.05,9.41,2.76,0,125.16
20180205:1010,233.48,315.91,7.9,34.42,9.68,2.9,0,557.29
20180205:1110,31.86,236.79,4.94,32.31,9.57,3.03,0,273.59
20180205:1210,0,51.81,1.03,27.1,8.79,2.97,0,52.84
20180205:1310,9.54,121.61,2.48,19.48,7.93,2.69,0,133.63
20180205:1410,4.9,55.36,1.12,10.18,7.06,2.07,0,61.38
20180205:1510,0,0,0,0,6.38,1.24,0,0
20180205:1610,0,0,0,0,5.29,1.03,0,0
20180205:1710,0,0,0,0,4.46,1.1,0,0
20180205:1810,0,0,0,0,3.37,1.17,0,0
20180205:1910,0,0,0,0,2.93,1.17,0,0
20180205:2010,0,0,0,0,2.72,1.38,0,0
20180205:2110,0,0,0,0,2.7,1.24,0,0
20180205:2210,0,0,0,0,2.2,1.24,0,0
20180205:2310,0,0,0,0,1.41,1.52,0,0
20180206:0010,0,0,0,0,0.5,1.66,0,0
20180206:0110,0,0,0,0,0.47,1.66,0,0
20180206:0210,0,0,0,0,0.58,1.52,0,0
20180206:0310,0,0,0,0,-0.25,1.59,0,0
20180206:0410,0,0,0,0,-0.44,1.59,0,0
20180206:0510,0,6.36,0.13,2.3,-0.72,1.59,0,6.49
20180206:0610,110.96,113.64,2.69,12.53,0.29,1.17,0,227.29
20180206:0710,161.97,198.87,4.88,21.54,3.74,1.03,0,365.72
20180206:0810,297.81,264.88,7.31,28.73,5.9,0.76,0,570
20180206:0910,91.25,281.21,6.22,33.35,7.9,0.28,0,378.68
20180206:1010,190.98,315.28,7.6,34.72,9.36,1.17,0,513.86
20180206:1110,418.27,287.76,8.86,32.61,9.78,2.14,0,714.89
20180206:1210,628.14,168.45,8.7,27.38,10.1,2.9,0,805.29
20180206:1310,324.76,169.09,5.44,19.74,10.02,3.03,0,499.29
20180206:1410,76.9,89.25,2.03,10.42,9.29,2.55,0,168.18
20180206:1510,0,0,0,0,8.1,1.59,0,0
20180206:1610,0,0,0,0,6.21,1.1,0,0
20180206:1710,0,0,0,0,5.39,0.9,0,0
20180206:1810,0,0,0,0,3.62,1.31,0,0
20180206:1910,0,0,0,0,2.64,1.66,0,0
20180206:2010,0,0,0,0,1.84,1.79,0,0
20180206:2110,0,0,0,0,1.32,1.79,0,0
20180206:2210,0,0,0,0,0.71,1.79,0,0
20180206:2310,0,0,0,0,0.65,1.66,0,0
20180207:0010,0,0,0,0,0.28,1.66,0,0
20180207:0110,0,0,0,0,-0.04,1.72,0,0
20180207:0210,0,0,0,0,-0.47,1.79,0,0
20180207:0310,0,0,0,0,-0.78,1.86,0,0
20180207:0410,0,0,0,0,-1.35,1.93,0,0
20180207:0510,0,2.73,0.05,2.49,-1.57,1.86,0,2.78
20180207:0610,10.93,79.22,1.63,12.74,0.07,1.24,0,91.78
20180207:0710,34.66,164.93,3.49,21.78,5.83,1.24,0,203.08
20180207:0810,47.6,227.45,4.85,29,8.71,1.79,0,279.9
20180207:0910,108.85,290.4,6.53,33.65,10.45,2.48,0,405.78
